date,PM10,PM2_5
2022-04-04 00:00:03,13.4,6.0
2022-04-04 00:01:03,11.6,5.6
2022-04-04 00:02:03,12.3,5.9
2022-04-04 00:03:03,13.1,6.0
2022-04-04 00:04:03,14.1,5.9
2022-04-04 00:05:03,14.4,6.1
2022-04-04 00:06:03,13.2,6.4
2022-04-04 00:07:03,13.1,6.2
2022-04-04 00:08:03,12.9,6.2
2022-04-04 00:09:03,16.6,6.1
2022-04-04 00:10:03,14.9,6.2
2022-04-04 00:11:03,14.6,6.1
2022-04-04 00:12:03,13.7,6.3
2022-04-04 00:13:03,12.9,6.4
2022-04-04 00:14:03,14.2,6.4
2022-04-04 00:15:03,13.4,5.8
2022-04-04 00:16:03,14.0,6.2
2022-04-04 00:17:03,13.7,6.1
2022-04-04 00:18:03,12.6,5.8
2022-04-04 00:19:03,13.4,6.0
2022-04-04 00:20:03,13.0,5.6
2022-04-04 00:21:03,13.4,5.8
2022-04-04 00:22:03,13.3,5.9
2022-04-04 00:23:03,13.4,6.4
2022-04-04 00:24:03,12.9,6.3
2022-04-04 00:25:03,14.0,6.6
2022-04-04 00:26:03,12.3,5.8
2022-04-04 00:27:03,12.4,5.8
2022-04-04 00:28:03,12.6,5.9
2022-04-04 00:29:03,12.8,5.8
2022-04-04 00:30:03,12.8,5.7
2022-04-04 00:31:03,14.8,6.1
2022-04-04 00:32:03,13.8,6.1
2022-04-04 00:33:03,12.3,5.5
2022-04-04 00:34:03,14.3,5.7
2022-04-04 00:35:03,13.2,5.7
2022-04-04 00:36:03,13.0,5.6
2022-04-04 00:37:03,13.7,5.9
2022-04-04 00:38:03,12.1,5.6
2022-04-04 00:39:03,13.5,5.8
2022-04-04 00:40:03,12.4,5.8
2022-04-04 00:41:03,11.3,5.7
2022-04-04 00:42:02,11.6,5.7
2022-04-04 00:43:03,12.1,5.7
2022-04-04 00:44:03,15.4,5.8
2022-04-04 00:45:03,15.1,6.5
2022-04-04 00:46:03,12.4,5.7
2022-04-04 00:47:03,12.7,6.0
2022-04-04 00:48:03,13.2,5.8
2022-04-04 00:49:03,14.1,6.2
2022-04-04 00:50:03,15.2,6.3
2022-04-04 00:51:03,13.8,5.8
2022-04-04 00:52:03,13.5,6.3
2022-04-04 00:53:03,13.5,6.4
2022-04-04 00:54:03,14.0,6.1
2022-04-04 00:55:03,13.4,6.2
2022-04-04 00:56:03,12.7,6.0
2022-04-04 00:57:03,13.4,6.1
2022-04-04 00:58:03,13.0,6.0
2022-04-04 00:59:02,13.3,6.4
2022-04-04 01:00:02,13.8,6.2
2022-04-04 01:01:02,12.6,6.5
2022-04-04 01:02:02,13.2,6.0
2022-04-04 01:03:02,12.8,5.8
2022-04-04 01:04:02,13.9,6.3
2022-04-04 01:05:02,13.8,6.0
2022-04-04 01:06:02,13.2,5.8
