date,PM10,PM2_5
2022-04-11 00:00:03,8.1,2.1
2022-04-11 00:01:04,6.8,1.9
2022-04-11 00:02:02,6.8,2.0
2022-04-11 00:03:03,8.9,2.1
2022-04-11 00:04:03,7.5,2.1
2022-04-11 00:05:03,23.7,3.1
2022-04-11 00:06:03,31.9,3.9
2022-04-11 00:07:02,83.8,8.6
2022-04-11 00:08:02,66.2,8.3
2022-04-11 00:09:02,28.6,4.7
2022-04-11 00:10:02,16.8,2.7
2022-04-11 00:11:02,13.5,3.1
2022-04-11 00:12:02,15.1,2.6
2022-04-11 00:13:03,13.1,2.3
2022-04-11 00:14:03,9.2,2.4
2022-04-11 00:15:03,11.2,2.3
2022-04-11 00:16:03,10.5,2.2
2022-04-11 00:17:03,9.9,2.3
2022-04-11 00:18:03,9.7,2.1
2022-04-11 00:19:03,9.0,2.3
2022-04-11 00:20:03,9.1,2.1
2022-04-11 00:21:03,7.8,1.8
2022-04-11 00:22:03,11.4,2.1
2022-04-11 00:23:03,10.2,2.2
2022-04-11 00:24:03,12.8,2.3
2022-04-11 00:25:03,9.0,2.1
2022-04-11 00:26:03,9.8,2.2
2022-04-11 00:27:03,9.0,2.1
2022-04-11 00:28:03,8.4,2.3
2022-04-11 00:29:03,9.5,2.2
2022-04-11 00:30:03,9.4,2.1
2022-04-11 00:31:03,9.5,2.5
2022-04-11 00:32:03,9.7,2.2
2022-04-11 00:33:03,11.2,2.2
2022-04-11 00:34:03,9.9,2.4
2022-04-11 00:35:03,8.2,2.1
2022-04-11 00:36:03,9.9,2.6
2022-04-11 00:37:03,10.5,2.1
2022-04-11 00:38:03,10.1,2.6
2022-04-11 00:39:03,10.8,2.4
2022-04-11 00:40:03,10.1,2.6
2022-04-11 00:41:03,8.1,2.3
2022-04-11 00:42:03,8.7,2.4
2022-04-11 00:43:03,8.8,2.3
2022-04-11 00:44:03,9.6,2.3
2022-04-11 00:45:03,9.0,2.3
2022-04-11 00:46:03,9.0,2.5
2022-04-11 00:47:03,9.1,2.2
2022-04-11 00:48:03,10.9,2.4
2022-04-11 00:49:03,9.2,2.3
2022-04-11 00:50:02,9.2,2.5
2022-04-11 00:51:02,13.2,4.3
2022-04-11 00:52:02,10.3,3.9
2022-04-11 00:53:02,10.6,2.5
2022-04-11 00:54:03,7.4,2.1
2022-04-11 00:55:03,10.3,2.4
2022-04-11 00:56:03,7.2,2.0
2022-04-11 00:57:03,8.9,2.1
2022-04-11 00:58:03,9.3,2.5
2022-04-11 00:59:03,7.9,2.3
2022-04-11 01:00:03,9.3,2.4
2022-04-11 01:01:03,7.9,2.5
2022-04-11 01:02:03,9.9,2.9
2022-04-11 01:03:03,9.8,2.9
2022-04-11 01:04:03,8.6,2.7
2022-04-11 01:05:03,9.2,2.7
2022-04-11 01:06:03,9.4,2.5
2022-04-11 01:07:03,8.3,2.2
2022-04-11 01:08:03,9.6,2.7
2022-04-11 01:09:03,8.5,2.2
2022-04-11 01:10:03,10.5,2.4
2022-04-11 01:11:03,9.6,4.1
2022-04-11 01:12:03,9.3,3.7
2022-04-11 01:13:03,8.9,3.6
2022-04-11 01:14:03,10.2,2.9
2022-04-11 01:15:03,8.9,2.3
2022-04-11 01:16:03,9.5,2.4
2022-04-11 01:17:03,9.5,3.0
2022-04-11 01:18:03,9.8,3.1
2022-04-11 01:19:03,9.9,3.2
2022-04-11 01:20:03,8.9,3.4
2022-04-11 01:21:03,10.2,4.1
2022-04-11 01:22:03,9.4,3.6
2022-04-11 01:23:03,7.9,2.2
2022-04-11 01:24:03,8.9,2.4
2022-04-11 01:25:03,9.1,2.4
2022-04-11 01:26:03,9.0,2.5
2022-04-11 01:27:03,9.3,2.6
2022-04-11 01:28:03,9.4,2.5
2022-04-11 01:29:03,10.0,2.4
2022-04-11 01:30:03,7.8,2.3
2022-04-11 01:31:03,8.5,2.5
2022-04-11 01:32:03,10.2,2.8
2022-04-11 01:33:03,9.8,2.4
2022-04-11 01:34:03,10.0,2.4
2022-04-11 01:35:03,8.2,2.5
2022-04-11 01:36:03,9.2,3.0
2022-04-11 01:37:03,8.6,2.9
2022-04-11 01:38:03,14.1,3.4
2022-04-11 01:39:03,16.0,3.5
2022-04-11 01:40:03,11.5,3.2
2022-04-11 01:41:03,9.8,2.8
2022-04-11 01:42:02,11.0,3.2
2022-04-11 01:43:02,9.7,3.1
2022-04-11 01:44:02,11.3,2.9
2022-04-11 01:45:02,9.5,2.9
2022-04-11 01:46:02,9.3,2.8
2022-04-11 01:47:03,11.1,2.9
2022-04-11 01:48:03,8.6,2.4
2022-04-11 01:49:03,8.6,2.6
2022-04-11 01:50:03,11.8,2.9
2022-04-11 01:51:03,10.9,2.6
2022-04-11 01:52:03,9.8,2.6
2022-04-11 01:53:03,11.7,2.8
2022-04-11 01:54:03,9.7,2.7
2022-04-11 01:55:03,11.0,2.7
2022-04-11 01:56:03,9.3,2.4
2022-04-11 01:57:03,9.8,2.3
2022-04-11 01:58:03,8.7,2.3
2022-04-11 01:59:03,8.3,2.3
2022-04-11 02:00:03,9.4,2.9
2022-04-11 02:01:03,9.2,2.5
2022-04-11 02:02:03,9.5,2.8
2022-04-11 02:03:03,9.3,2.6
2022-04-11 02:04:03,10.9,2.6
2022-04-11 02:05:03,10.5,2.6
2022-04-11 02:06:03,10.0,2.6
2022-04-11 02:07:03,9.3,2.8
2022-04-11 02:08:03,9.6,2.7
2022-04-11 02:09:03,10.2,2.8
2022-04-11 02:10:03,10.0,3.3
2022-04-11 02:11:03,12.1,2.9
2022-04-11 02:12:03,10.9,3.1
2022-04-11 02:13:03,10.2,3.1
2022-04-11 02:14:03,10.3,3.4
2022-04-11 02:15:03,9.7,3.1
2022-04-11 02:16:03,9.6,2.7
2022-04-11 02:17:03,10.1,3.1
2022-04-11 02:18:03,9.7,3.0
2022-04-11 02:19:03,10.7,3.0
2022-04-11 02:20:03,14.4,2.9
2022-04-11 02:21:03,9.8,2.7
2022-04-11 02:22:03,12.2,2.7
2022-04-11 02:23:03,10.4,2.6
2022-04-11 02:24:03,12.8,2.7
2022-04-11 02:25:03,10.8,2.5
2022-04-11 02:26:03,11.1,2.6
2022-04-11 02:27:03,9.9,2.5
2022-04-11 02:28:03,11.1,2.8
2022-04-11 02:29:03,10.3,3.1
2022-04-11 02:30:03,9.8,2.7
2022-04-11 02:31:03,10.8,2.9
2022-04-11 02:32:03,8.6,2.7
2022-04-11 02:33:03,10.3,2.7
2022-04-11 02:34:03,9.6,2.7
2022-04-11 02:35:03,9.7,2.6
2022-04-11 02:36:03,9.6,2.7
2022-04-11 02:37:03,10.9,2.8
2022-04-11 02:38:04,11.9,2.9
2022-04-11 02:39:02,10.0,2.7
2022-04-11 02:40:02,10.6,2.7
2022-04-11 02:41:02,9.5,3.0
2022-04-11 02:42:02,11.0,2.7
2022-04-11 02:43:02,11.9,3.0
2022-04-11 02:44:02,18.9,3.2
2022-04-11 02:45:03,11.0,3.1
2022-04-11 02:46:03,10.3,2.7
2022-04-11 02:47:03,10.0,2.8
2022-04-11 02:48:03,14.5,3.3
2022-04-11 02:49:03,17.3,3.4
2022-04-11 02:50:03,12.0,3.0
2022-04-11 02:51:03,12.9,3.1
2022-04-11 02:52:03,10.5,2.8
2022-04-11 02:53:03,9.8,3.0
2022-04-11 02:54:03,9.6,2.9
2022-04-11 02:55:03,9.2,2.8
2022-04-11 02:56:03,8.7,2.6
2022-04-11 02:57:03,9.5,2.9
2022-04-11 02:58:03,12.2,3.5
2022-04-11 02:59:03,11.3,3.2
2022-04-11 03:00:03,11.0,2.9
2022-04-11 03:01:03,9.9,3.2
2022-04-11 03:02:03,10.7,3.0
2022-04-11 03:03:03,10.2,3.0
2022-04-11 03:04:03,10.0,2.9
2022-04-11 03:05:03,11.9,3.5
2022-04-11 03:06:03,9.7,2.8
2022-04-11 03:07:03,10.7,2.8
2022-04-11 03:08:03,9.8,3.0
2022-04-11 03:09:03,10.5,2.8
2022-04-11 03:10:03,10.7,3.1
2022-04-11 03:11:03,9.9,3.2
2022-04-11 03:12:03,11.1,3.2
2022-04-11 03:13:03,9.8,3.2
2022-04-11 03:14:03,12.4,3.5
2022-04-11 03:15:03,11.8,3.1
2022-04-11 03:16:03,10.1,3.3
2022-04-11 03:17:03,10.3,3.3
2022-04-11 03:18:03,10.1,3.1
2022-04-11 03:19:03,10.8,3.3
2022-04-11 03:20:03,10.2,3.2
2022-04-11 03:21:03,10.6,3.1
2022-04-11 03:22:03,9.3,3.0
2022-04-11 03:23:03,9.6,2.9
2022-04-11 03:24:03,11.3,3.6
2022-04-11 03:25:03,9.4,3.4
2022-04-11 03:26:03,10.0,3.1
2022-04-11 03:27:03,10.3,3.1
2022-04-11 03:28:03,10.4,3.3
2022-04-11 03:29:03,10.5,3.1
2022-04-11 03:30:03,11.3,3.4
2022-04-11 03:31:03,10.6,3.1
2022-04-11 03:32:02,11.5,3.1
2022-04-11 03:33:02,10.5,2.9
2022-04-11 03:34:02,10.8,3.0
2022-04-11 03:35:02,10.3,3.2
2022-04-11 03:36:02,11.0,3.8
2022-04-11 03:37:02,11.0,3.4
2022-04-11 03:38:02,10.2,2.9
2022-04-11 03:39:02,10.6,2.9
2022-04-11 03:40:03,11.0,3.1
2022-04-11 03:41:03,10.1,3.0
2022-04-11 03:42:03,12.2,3.3
2022-04-11 03:43:03,10.2,3.0
2022-04-11 03:44:03,10.3,3.0
2022-04-11 03:45:03,10.6,3.5
2022-04-11 03:46:03,10.3,3.6
2022-04-11 03:47:03,9.4,3.2
2022-04-11 03:48:03,10.1,3.6
2022-04-11 03:49:03,11.9,3.5
2022-04-11 03:50:03,11.3,3.5
2022-04-11 03:51:03,10.4,3.6
2022-04-11 03:52:03,10.7,3.6
2022-04-11 03:53:03,10.7,3.5
2022-04-11 03:54:03,10.3,3.6
2022-04-11 03:55:03,11.2,3.6
2022-04-11 03:56:03,12.9,3.6
2022-04-11 03:57:03,11.3,3.7
2022-04-11 03:58:03,10.6,3.6
2022-04-11 03:59:03,10.1,3.4
2022-04-11 04:00:03,11.9,3.6
2022-04-11 04:01:03,10.8,3.7
2022-04-11 04:02:03,10.4,3.8
2022-04-11 04:03:03,11.5,3.6
2022-04-11 04:04:03,12.4,3.8
2022-04-11 04:05:03,9.9,3.6
2022-04-11 04:06:03,11.6,3.9
2022-04-11 04:07:03,12.2,3.5
2022-04-11 04:08:03,11.0,3.8
2022-04-11 04:09:03,11.0,3.8
2022-04-11 04:10:03,11.2,3.5
2022-04-11 04:11:03,9.9,3.3
2022-04-11 04:12:03,11.5,3.6
2022-04-11 04:13:03,11.3,3.7
2022-04-11 04:14:03,10.6,3.8
2022-04-11 04:15:03,12.8,3.8
2022-04-11 04:16:03,12.4,3.9
2022-04-11 04:17:03,12.8,3.9
2022-04-11 04:18:03,10.7,3.6
2022-04-11 04:19:03,16.7,3.9
2022-04-11 04:20:03,10.7,3.8
2022-04-11 04:21:03,11.3,3.8
2022-04-11 04:22:03,11.3,3.6
2022-04-11 04:23:03,10.7,3.6
2022-04-11 04:24:03,11.1,3.5
2022-04-11 04:25:03,12.9,3.4
2022-04-11 04:26:03,12.2,4.1
2022-04-11 04:27:03,11.4,3.4
2022-04-11 04:28:03,10.8,3.6
2022-04-11 04:29:03,9.9,3.5
2022-04-11 04:30:03,11.7,3.9
2022-04-11 04:31:03,12.7,4.1
2022-04-11 04:32:03,11.4,3.8
2022-04-11 04:33:03,11.8,3.7
2022-04-11 04:34:03,13.2,3.9
2022-04-11 04:35:03,11.7,4.1
2022-04-11 04:36:03,10.5,3.5
2022-04-11 04:37:03,10.6,3.5
2022-04-11 04:38:03,10.5,3.5
2022-04-11 04:39:03,10.7,3.8
2022-04-11 04:40:03,13.4,3.8
2022-04-11 04:41:03,11.8,3.8
2022-04-11 04:42:03,14.7,4.2
2022-04-11 04:43:03,13.1,3.8
2022-04-11 04:44:03,12.3,3.6
2022-04-11 04:45:03,12.5,3.7
2022-04-11 04:46:03,12.4,3.9
2022-04-11 04:47:03,12.6,3.7
2022-04-11 04:48:03,12.0,3.8
2022-04-11 04:49:03,12.7,3.9
2022-04-11 04:50:03,11.1,3.7
