date,PM10,PM2_5
2022-04-05 00:00:03,23.8,13.4
2022-04-05 00:01:03,26.5,13.8
2022-04-05 00:02:03,25.0,13.8
2022-04-05 00:03:03,23.9,13.1
2022-04-05 00:04:03,24.4,13.2
2022-04-05 00:05:03,27.6,13.5
2022-04-05 00:06:03,24.1,13.2
2022-04-05 00:07:03,24.6,12.9
2022-04-05 00:08:03,24.6,13.4
2022-04-05 00:09:03,27.4,13.1
2022-04-05 00:10:03,23.9,13.0
2022-04-05 00:11:03,25.7,14.2
2022-04-05 00:12:03,26.8,14.6
2022-04-05 00:13:03,27.6,14.1
2022-04-05 00:14:03,25.1,14.6
2022-04-05 00:15:03,24.8,14.3
2022-04-05 00:16:03,25.1,14.7
2022-04-05 00:17:03,25.1,14.2
2022-04-05 00:18:03,26.6,15.2
2022-04-05 00:19:03,27.0,14.9
2022-04-05 00:20:03,24.9,15.6
2022-04-05 00:21:03,26.1,15.2
2022-04-05 00:22:03,28.1,15.7
2022-04-05 00:23:03,28.9,15.7
2022-04-05 00:24:03,25.8,15.3
2022-04-05 00:25:03,26.4,15.8
2022-04-05 00:26:03,25.1,15.1
2022-04-05 00:27:03,25.8,15.5
2022-04-05 00:28:03,26.6,15.3
2022-04-05 00:29:03,31.6,16.3
2022-04-05 00:30:03,27.4,16.5
2022-04-05 00:31:03,28.8,17.2
2022-04-05 00:32:03,26.9,16.1
2022-04-05 00:33:03,26.9,16.5
2022-04-05 00:34:03,29.0,16.6
2022-04-05 00:35:03,27.7,16.8
2022-04-05 00:36:03,27.7,16.5
2022-04-05 00:37:03,27.8,17.3
2022-04-05 00:38:03,30.5,17.1
2022-04-05 00:39:03,29.7,17.2
2022-04-05 00:40:03,27.4,17.2
2022-04-05 00:41:03,26.6,16.7
2022-04-05 00:42:03,27.7,16.8
2022-04-05 00:43:03,29.1,17.2
2022-04-05 00:44:03,27.9,16.3
2022-04-05 00:45:03,30.2,17.0
2022-04-05 00:46:03,25.7,16.6
2022-04-05 00:47:03,30.7,17.9
2022-04-05 00:48:03,28.0,17.4
2022-04-05 00:49:03,30.6,17.6
2022-04-05 00:50:03,29.9,17.7
2022-04-05 00:51:03,29.3,17.6
2022-04-05 00:52:03,29.0,17.5
2022-04-05 00:53:03,29.1,17.9
2022-04-05 00:54:03,30.1,17.6
2022-04-05 00:55:03,27.1,17.2
2022-04-05 00:56:03,28.7,17.5
2022-04-05 00:57:03,27.5,17.5
2022-04-05 00:58:03,29.2,17.8
2022-04-05 00:59:03,29.4,17.7
2022-04-05 01:00:03,30.0,18.3
2022-04-05 01:01:03,28.7,18.0
2022-04-05 01:02:03,29.3,18.0
2022-04-05 01:03:03,30.0,17.7
2022-04-05 01:04:03,27.2,17.0
2022-04-05 01:05:03,29.2,17.5
2022-04-05 01:06:03,28.4,17.4
2022-04-05 01:07:03,28.4,17.5
