date,PM10,PM2_5
2022-04-12 00:00:03,9.2,3.4
2022-04-12 00:01:03,12.1,3.5
2022-04-12 00:02:03,11.1,2.4
2022-04-12 00:03:03,9.6,2.4
2022-04-12 00:04:03,11.6,2.7
2022-04-12 00:05:03,10.5,2.5
2022-04-12 00:06:03,10.1,2.6
2022-04-12 00:07:03,9.2,2.4
2022-04-12 00:08:03,9.6,2.4
2022-04-12 00:09:03,9.1,2.3
2022-04-12 00:10:03,9.4,2.1
2022-04-12 00:11:03,9.3,2.2
2022-04-12 00:12:03,8.9,2.1
2022-04-12 00:13:03,8.4,2.3
2022-04-12 00:14:03,9.9,2.1
2022-04-12 00:15:03,8.1,2.1
2022-04-12 00:16:03,9.4,2.0
2022-04-12 00:17:03,7.9,2.0
2022-04-12 00:18:03,8.5,2.0
2022-04-12 00:19:03,9.2,2.1
2022-04-12 00:20:03,8.5,2.2
2022-04-12 00:21:02,8.7,2.4
2022-04-12 00:22:02,8.3,2.1
2022-04-12 00:23:02,8.9,2.3
2022-04-12 00:24:03,8.7,2.1
2022-04-12 00:25:03,9.4,2.2
2022-04-12 00:26:03,10.3,2.6
2022-04-12 00:27:03,10.0,2.3
2022-04-12 00:28:03,10.2,2.2
2022-04-12 00:29:03,9.6,2.4
2022-04-12 00:30:03,9.8,2.4
2022-04-12 00:31:03,9.0,2.3
2022-04-12 00:32:03,9.6,2.3
2022-04-12 00:33:03,11.0,2.7
2022-04-12 00:34:03,9.1,2.3
2022-04-12 00:35:03,10.4,2.4
2022-04-12 00:36:03,13.2,2.4
2022-04-12 00:37:03,8.3,2.0
2022-04-12 00:38:03,7.5,2.1
2022-04-12 00:39:03,8.7,2.2
2022-04-12 00:40:03,8.2,2.2
2022-04-12 00:41:03,8.5,2.1
2022-04-12 00:42:03,9.4,2.4
2022-04-12 00:43:03,8.5,2.1
2022-04-12 00:44:03,8.4,2.3
2022-04-12 00:45:03,8.7,2.1
2022-04-12 00:46:03,8.6,2.2
2022-04-12 00:47:03,7.7,2.0
2022-04-12 00:48:03,10.2,2.1
2022-04-12 00:49:03,11.4,2.5
2022-04-12 00:50:03,10.0,2.2
2022-04-12 00:51:03,9.0,2.3
2022-04-12 00:52:03,9.2,2.0
2022-04-12 00:53:03,9.9,2.3
2022-04-12 00:54:03,7.6,2.0
2022-04-12 00:55:03,9.3,2.0
2022-04-12 00:56:02,10.2,2.2
2022-04-12 00:57:02,8.3,2.1
2022-04-12 00:58:02,9.7,2.3
2022-04-12 00:59:02,9.1,2.2
2022-04-12 01:00:03,9.1,2.1
2022-04-12 01:01:03,8.5,2.1
2022-04-12 01:02:03,8.5,2.0
2022-04-12 01:03:03,7.9,2.3
2022-04-12 01:04:03,8.0,1.9
2022-04-12 01:05:03,10.0,2.3
2022-04-12 01:06:03,6.8,1.9
2022-04-12 01:07:03,8.2,2.0
2022-04-12 01:08:03,7.1,1.9
2022-04-12 01:09:03,8.6,2.2
2022-04-12 01:10:03,8.8,2.1
2022-04-12 01:11:03,7.6,2.1
2022-04-12 01:12:03,7.6,2.0
2022-04-12 01:13:03,8.7,2.1
