date,PM10,PM2_5
2022-04-06 00:00:03,11.5,4.4
2022-04-06 00:01:03,13.0,4.2
2022-04-06 00:02:03,12.2,4.4
2022-04-06 00:03:03,13.4,4.3
2022-04-06 00:04:03,11.9,4.5
2022-04-06 00:05:03,13.1,4.6
2022-04-06 00:06:03,12.6,4.3
2022-04-06 00:07:03,14.4,4.8
2022-04-06 00:08:03,12.3,4.7
2022-04-06 00:09:03,12.7,4.8
2022-04-06 00:10:03,13.7,4.8
2022-04-06 00:11:03,14.5,5.1
2022-04-06 00:12:03,13.6,4.7
2022-04-06 00:13:03,14.5,5.0
2022-04-06 00:14:03,12.6,4.6
2022-04-06 00:15:03,14.8,4.8
2022-04-06 00:16:03,15.9,5.0
2022-04-06 00:17:03,12.0,4.7
2022-04-06 00:18:03,12.7,4.3
2022-04-06 00:19:03,12.8,4.6
2022-04-06 00:20:02,12.7,4.8
2022-04-06 00:21:02,13.0,4.8
2022-04-06 00:22:02,14.4,4.8
2022-04-06 00:23:03,13.4,4.4
2022-04-06 00:24:03,11.9,4.2
2022-04-06 00:25:03,11.3,4.3
2022-04-06 00:26:03,13.0,4.6
2022-04-06 00:27:03,14.2,4.9
2022-04-06 00:28:03,13.9,4.4
2022-04-06 00:29:03,13.7,4.7
2022-04-06 00:30:03,12.9,4.9
2022-04-06 00:31:03,14.9,4.9
2022-04-06 00:32:03,12.9,4.8
2022-04-06 00:33:03,12.7,4.7
2022-04-06 00:34:03,12.3,4.5
2022-04-06 00:35:03,12.2,4.4
2022-04-06 00:36:03,14.5,4.6
2022-04-06 00:37:03,12.7,4.4
2022-04-06 00:38:03,13.2,4.9
2022-04-06 00:39:03,12.7,4.7
2022-04-06 00:40:03,11.3,4.4
2022-04-06 00:41:03,11.6,4.7
2022-04-06 00:42:03,12.2,4.7
2022-04-06 00:43:03,11.8,4.6
2022-04-06 00:44:03,13.6,4.4
2022-04-06 00:45:03,13.6,4.9
2022-04-06 00:46:03,13.9,4.8
2022-04-06 00:47:03,12.3,4.7
2022-04-06 00:48:03,15.3,4.9
2022-04-06 00:49:03,11.8,4.3
2022-04-06 00:50:03,14.9,4.5
2022-04-06 00:51:03,11.8,4.4
2022-04-06 00:52:03,11.9,4.6
2022-04-06 00:53:03,10.3,4.4
2022-04-06 00:54:03,12.6,4.3
2022-04-06 00:55:02,11.9,4.6
2022-04-06 00:56:02,12.7,4.3
2022-04-06 00:57:02,11.4,4.5
2022-04-06 00:58:02,12.2,4.5
2022-04-06 00:59:02,11.5,4.5
2022-04-06 01:00:03,12.4,4.5
2022-04-06 01:01:03,12.4,4.6
2022-04-06 01:02:03,12.1,4.4
2022-04-06 01:03:03,13.4,4.5
2022-04-06 01:04:03,12.2,4.6
2022-04-06 01:05:03,12.2,4.2
2022-04-06 01:06:03,12.4,4.4
2022-04-06 01:07:03,11.4,4.4
2022-04-06 01:08:03,11.0,4.1
2022-04-06 01:09:03,14.0,4.6
2022-04-06 01:10:03,13.2,4.5
2022-04-06 01:11:03,13.6,4.6
2022-04-06 01:12:03,11.5,4.4
2022-04-06 01:13:03,13.2,4.4
2022-04-06 01:14:03,13.5,4.5
2022-04-06 01:15:03,12.5,4.6
2022-04-06 01:16:03,12.0,4.4
2022-04-06 01:17:03,12.1,4.4
2022-04-06 01:18:03,11.5,4.2
2022-04-06 01:19:03,12.6,4.6
2022-04-06 01:20:03,11.1,4.6
2022-04-06 01:21:03,12.9,4.6
2022-04-06 01:22:03,13.0,4.3
2022-04-06 01:23:03,12.4,4.3
2022-04-06 01:24:03,13.9,4.5
2022-04-06 01:25:03,13.7,4.4
2022-04-06 01:26:03,12.4,4.7
2022-04-06 01:27:03,15.4,4.6
2022-04-06 01:28:03,13.3,4.5
2022-04-06 01:29:03,12.7,4.6
